20181001|13136|V2.0
CIMB-PRINCIPAL GBF|CIMB-PRINCIPAL GOPP-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) RMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) LTF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) EEF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) GCF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL EPIF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) FI|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) VF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) SET100RMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) FBVRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) RSRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) DEF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL (FAM) GEF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDIV-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDIV-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDIV-D|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDIV-C|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL TREASURY|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL 70LTFD|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL FIRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL PRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL LTF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL EQRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL DAILY FIX|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL SET50|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL CII|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iPROP-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iPROP-D|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDAILY-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDAILY-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDAILY-D|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iPROP-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL APDI|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iGOLD-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iGOLD-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iFIXED-A|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iFIXED-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iPROPRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iBALANCED-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL JEQ|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL KEQ|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iDAILY-C|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iFIXED-C|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL iPROP-C|6|
CIMB-PRINCIPAL GEQ|CPAM GSCEQ-R|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL EUHY|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL APDIRMF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL DPLUS|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL GBF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL EUEQ|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL GSA|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL GIF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL SIF|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL GREITs|6|
CIMB-PRINCIPAL GEQ|CIMB-PRINCIPAL GOPP-A|6|
CIMB-PRINCIPAL GIF|CPAM GSCEQ-R|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL JEQ|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL KEQ|6|
CIMB-PRINCIPAL GIF|CPAM KOEQ|6|
CIMB-PRINCIPAL GIF|CPAM APDE|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL GEQ|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL EUEQ|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL GSA|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL APDI|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL CII|6|
CIMB-PRINCIPAL GIF|CIMB-PRINCIPAL (FAM) GEF|6|
CIMB-PRINCIPAL GOLD8P|CIMB-PRINCIPAL (FAM) GCF|5|
CIMB-PRINCIPAL GOLD8P|CIMB-PRINCIPAL GOLD8P2|5|
CIMB-PRINCIPAL GOLD8P|CIMB-PRINCIPAL iGOLD-A|5|
CIMB-PRINCIPAL GOLD8P|CIMB-PRINCIPAL iGOLD-R|5|
CIMB-PRINCIPAL GOLD8P2|CIMB-PRINCIPAL iGOLD-R|5|
CIMB-PRINCIPAL GOLD8P2|CIMB-PRINCIPAL iGOLD-A|5|
CIMB-PRINCIPAL GOLD8P2|CIMB-PRINCIPAL GOLD8P|5|
CIMB-PRINCIPAL GOLD8P2|CIMB-PRINCIPAL (FAM) GCF|5|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL iPROP-R|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL iPROP-D|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL iPROP-A|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL SIF|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL GBF|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL iPROP-C|6|
CIMB-PRINCIPAL GOPP-A|CIMB-PRINCIPAL GREITs|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL GOPP-A|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL iPROP-C|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL GBF|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL SIF|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL iPROP-A|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL iPROP-R|6|
CIMB-PRINCIPAL GREITs|CIMB-PRINCIPAL iPROP-D|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL CII|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL APDI|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL (FAM) GEF|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL GIF|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL GEQ|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL EUEQ|6|
CIMB-PRINCIPAL GSA|CPAM APDE|6|
CIMB-PRINCIPAL GSA|CPAM KOEQ|6|
CIMB-PRINCIPAL GSA|CPAM GSCEQ-R|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL KEQ|6|
CIMB-PRINCIPAL GSA|CIMB-PRINCIPAL JEQ|6|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL DAILY FIX|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iDAILY-R|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iDAILY-D|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iFIXED-R|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iFIXED-A|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL DPLUS|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iFIXED-C|0|
CIMB-PRINCIPAL iDAILY-A|CIMB-PRINCIPAL iDAILY-C|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iFIXED-C|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL DPLUS|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iFIXED-A|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iFIXED-R|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iDAILY-R|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iDAILY-D|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL iDAILY-A|0|
CIMB-PRINCIPAL iDAILY-C|CIMB-PRINCIPAL DAILY FIX|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL DAILY FIX|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iDAILY-R|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iDAILY-A|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iFIXED-R|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iFIXED-A|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL DPLUS|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iFIXED-C|0|
CIMB-PRINCIPAL iDAILY-D|CIMB-PRINCIPAL iDAILY-C|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iFIXED-C|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iDAILY-C|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL DPLUS|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iFIXED-R|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iFIXED-A|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iDAILY-D|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL iDAILY-A|0|
CIMB-PRINCIPAL iDAILY-R|CIMB-PRINCIPAL DAILY FIX|0|
CIMB-PRINCIPAL iDIV-A|CIMB-PRINCIPAL iDIV-C|4|
CIMB-PRINCIPAL iDIV-A|CIMB-PRINCIPAL iDIV-R|4|
CIMB-PRINCIPAL iDIV-A|CIMB-PRINCIPAL iDIV-D|4|
CIMB-PRINCIPAL iDIV-C|CIMB-PRINCIPAL iDIV-D|4|
CIMB-PRINCIPAL iDIV-C|CIMB-PRINCIPAL iDIV-R|4|
CIMB-PRINCIPAL iDIV-C|CIMB-PRINCIPAL iDIV-A|4|
CIMB-PRINCIPAL iDIV-D|CIMB-PRINCIPAL iDIV-R|4|
CIMB-PRINCIPAL iDIV-D|CIMB-PRINCIPAL iDIV-C|4|
CIMB-PRINCIPAL iDIV-D|CIMB-PRINCIPAL iDIV-A|4|
CIMB-PRINCIPAL iDIV-R|CIMB-PRINCIPAL iDIV-C|4|
CIMB-PRINCIPAL iDIV-R|CIMB-PRINCIPAL iDIV-D|4|
CIMB-PRINCIPAL iDIV-R|CIMB-PRINCIPAL iDIV-A|4|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iFIXED-R|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iDAILY-D|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iDAILY-R|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iDAILY-A|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL DAILY FIX|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iFIXED-C|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL iDAILY-C|2|
CIMB-PRINCIPAL iFIXED-A|CIMB-PRINCIPAL DPLUS|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL DPLUS|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iDAILY-C|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL DAILY FIX|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iDAILY-A|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iDAILY-R|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iDAILY-D|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iFIXED-R|2|
CIMB-PRINCIPAL iFIXED-C|CIMB-PRINCIPAL iFIXED-A|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iFIXED-A|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iDAILY-D|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iDAILY-R|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iDAILY-A|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL DAILY FIX|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iDAILY-C|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL iFIXED-C|2|
CIMB-PRINCIPAL iFIXED-R|CIMB-PRINCIPAL DPLUS|2|
CIMB-PRINCIPAL iGOLD-A|CIMB-PRINCIPAL (FAM) GCF|5|
CIMB-PRINCIPAL iGOLD-A|CIMB-PRINCIPAL iGOLD-R|5|
CIMB-PRINCIPAL iGOLD-A|CIMB-PRINCIPAL GOLD8P2|5|
CIMB-PRINCIPAL iGOLD-A|CIMB-PRINCIPAL GOLD8P|5|
CIMB-PRINCIPAL iGOLD-R|CIMB-PRINCIPAL GOLD8P|5|
CIMB-PRINCIPAL iGOLD-R|CIMB-PRINCIPAL GOLD8P2|5|
CIMB-PRINCIPAL iGOLD-R|CIMB-PRINCIPAL iGOLD-A|5|
CIMB-PRINCIPAL iGOLD-R|CIMB-PRINCIPAL (FAM) GCF|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL iPROP-C|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL GBF|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL SIF|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL iPROP-R|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL iPROP-D|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL GOPP-A|5|
CIMB-PRINCIPAL iPROP-A|CIMB-PRINCIPAL GREITs|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL GREITs|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL GOPP-A|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL iPROP-D|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL iPROP-R|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL iPROP-A|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL SIF|5|
CIMB-PRINCIPAL iPROP-C|CIMB-PRINCIPAL GBF|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL GBF|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL iPROP-C|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL SIF|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL iPROP-A|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL iPROP-R|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL GOPP-A|5|
CIMB-PRINCIPAL iPROP-D|CIMB-PRINCIPAL GREITs|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL GREITs|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL GOPP-A|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL iPROP-D|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL iPROP-A|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL SIF|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL iPROP-C|5|
CIMB-PRINCIPAL iPROP-R|CIMB-PRINCIPAL GBF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL (FAM) RMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL (FAM) SET100RMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL (FAM) FBVRMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL (FAM) RSRMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL FIRMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL PRMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL EQRMF|5|
CIMB-PRINCIPAL iPROPRMF|CIMB-PRINCIPAL APDIRMF|5|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL (FAM) GEF|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL APDI|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL CII|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CIMB-PRINCIPAL JEQ|CPAM APDE|6|
CIMB-PRINCIPAL JEQ|CPAM KOEQ|6|
CIMB-PRINCIPAL JEQ|CPAM GSCEQ-R|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL KEQ|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL GEQ|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL GIF|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL GSA|6|
CIMB-PRINCIPAL JEQ|CIMB-PRINCIPAL EUEQ|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL EUEQ|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL GSA|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL GIF|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL GEQ|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL JEQ|6|
CIMB-PRINCIPAL KEQ|CPAM GSCEQ-R|6|
CIMB-PRINCIPAL KEQ|CPAM KOEQ|6|
CIMB-PRINCIPAL KEQ|CPAM APDE|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL CII|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL APDI|6|
CIMB-PRINCIPAL KEQ|CIMB-PRINCIPAL (FAM) GEF|6|
CIMB-PRINCIPAL LTF|CIMB-PRINCIPAL (FAM) LTF|4|
CIMB-PRINCIPAL LTF|CIMB-PRINCIPAL 70LTFD|4|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL (FAM) RMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL (FAM) SET100RMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL (FAM) FBVRMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL (FAM) RSRMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL FIRMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL EQRMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL iPROPRMF|2|
CIMB-PRINCIPAL PRMF|CIMB-PRINCIPAL APDIRMF|2|
CIMB-PRINCIPAL SET50|CIMB-PRINCIPAL (FAM) DEF|4|
CIMB-PRINCIPAL SET50|CIMB-PRINCIPAL (FAM) EEF|4|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL iPROP-R|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL iPROP-D|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL iPROP-A|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL iPROP-C|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL GBF|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL GOPP-A|5|
CIMB-PRINCIPAL SIF|CIMB-PRINCIPAL GREITs|5|
CPAM APDE|CIMB-PRINCIPAL (FAM) GEF|6|
CPAM APDE|CIMB-PRINCIPAL CII|6|
CPAM APDE|CIMB-PRINCIPAL APDI|6|
CPAM APDE|CPAM KOEQ|6|
CPAM APDE|CPAM GSCEQ-R|6|
CPAM APDE|CIMB-PRINCIPAL KEQ|6|
CPAM APDE|CIMB-PRINCIPAL JEQ|6|
CPAM APDE|CIMB-PRINCIPAL GIF|6|
CPAM APDE|CIMB-PRINCIPAL GEQ|6|
CPAM APDE|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CPAM APDE|CIMB-PRINCIPAL EUEQ|6|
CPAM APDE|CIMB-PRINCIPAL GSA|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL (FAM) GEF|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL CII|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL APDI|6|
CPAM GSCEQ-R|CPAM APDE|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CPAM GSCEQ-R|CPAM KOEQ|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL KEQ|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL JEQ|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL GEQ|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL GIF|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL EUEQ|6|
CPAM GSCEQ-R|CIMB-PRINCIPAL GSA|6|
CPAM KOEQ|CIMB-PRINCIPAL GSA|6|
CPAM KOEQ|CIMB-PRINCIPAL APDI 3+3 (2)|6|
CPAM KOEQ|CIMB-PRINCIPAL EUEQ|6|
CPAM KOEQ|CIMB-PRINCIPAL GIF|6|
CPAM KOEQ|CIMB-PRINCIPAL JEQ|6|
CPAM KOEQ|CIMB-PRINCIPAL KEQ|6|
CPAM KOEQ|CPAM GSCEQ-R|6|
CPAM KOEQ|CPAM APDE|6|
CPAM KOEQ|CIMB-PRINCIPAL APDI|6|
CPAM KOEQ|CIMB-PRINCIPAL CII|6|
CPAM KOEQ|CIMB-PRINCIPAL (FAM) GEF|6|
CPAM KOEQ|CIMB-PRINCIPAL GEQ|6|
KFSPLUS|KFSEQ-D|0|
KFSPLUS|KFSEQ|0|
KFSPLUS|KFDYNAMIC|0|
KFSPLUS|KFGROWTH|0|
KFSPLUS|KFGOVRMF|0|
KFSPLUS|KFTSRMF|0|
KFSPLUS|KFCASHRMF|0|
KFSPLUS|KFSMUL|0|
KFSPLUS|KFCASH|0|
KFSPLUS|KFLTF50|0|
KFSPLUS|KFLTFDIV|0|
KFSPLUS|KFMTFI|0|
KFSPLUS|KFS100RMF|0|
KFSPLUS|KFMTFI-D|0|
KFSPLUS|KFLTFEQ|0|
KFSPLUS|KFEQRMF|0|
KFSPLUS|KFFLEX|0|
KFSPLUS|KFSDIV|0|
KFSPLUS|KFLTFD70|0|
KFSPLUS|KFENSET50|0|
KFSPLUS|KFCASHPLUS|0|
KFSPLUS|KFDIVRMF|0|
KFSPLUS|KF-GOLD|0|
KFSPLUS|KFGOLDRMF|0|
KFSPLUS|KFFLEX-D|0|
KFSPLUS|KFMTFIRMF|0|
KFSPLUS|KFLTGOVRMF|0|
KFSPLUS|KFFLEX2RMF|0|
KFSPLUS|KFFIN-D|0|
KFSPLUS|KFVALUE|0|
KFSPLUS|KFDNM-D|0|
KFSPLUS|KFLTFA50-D|0|
KFSPLUS|KFLTFEQ70D|0|
KFSPLUS|KF-ORTFLEX|0|
KFSPLUS|KF-GBLVAL|0|
KFSPLUS|KF-BRIC|0|
KFSPLUS|KF-OIL|0|
KFSPLUS|KF-CHINA|0|
KFSPLUS|KF-LATAM|0|
KFSPLUS|KF-TRB|0|
KFSPLUS|KF-US|0|
KFSPLUS|KF-HGOLD|0|
KFSPLUS|KFLS20PLUS|0|
KFSPLUS|KF-EM|0|
KFSPLUS|KF-ELI|0|
KFSPLUS|KF-EUROPE|0|
KFSPLUS|KFHEALTH-D|0|
KFSPLUS|KF-SMCAPD|0|
KFSPLUS|KF-HEUROPE|0|
KFSPLUS|KFEURORMF|0|
KFSPLUS|KFHCARERMF|0|
KFSPLUS|KF-INCOME|0|
KFSPLUS|KF-HJAPAND|0|
KFSPLUS|KF-HCHINAD|0|
KFSPLUS|KFAINCOM-R|0|
KFSPLUS|KF-CINCOME|0|
KFSPLUS|KFJAPANRMF|0|
KFSPLUS|KF-GPROPD|0|
KFSPLUS|KFSMART|0|
KFSPLUS|KF-GLS|0|
KFSPLUS|KF-GBRAND|0|
KFSPLUS|KF-SINCOME|0|
KFSPLUS|KF-CSINCOM|0|
KFSPLUS|KFAFIX|0|
KFSPLUS|KFLTFAST-D|0|
KFSPLUS|KFLTFTSM-D|0|
KFSPLUS|KFSINCRMF|0|
KFSPLUS|KFGBRANRMF|0|
KFSPLUS|KF-GTECH|0|
KFSPLUS|KFTSTAR-D|0|
KFSPLUS|KF-HJPINDX|0|
KFSPLUS|KF-HUSINDX|0|
KFSPLUS|KF-JPSCAP|0|
KFSPLUS|KF-JPSCAPD|0|
KFSPLUS|KF-HSMUS|0|
KFSPLUS|KFHAPPY|0|
KFSPLUS|KFMINCOM-R|0|
KFSPLUS|KFTHAICG|0|
KFSPLUS|KF-INDIA|0|
KFSPLUS|KFCHINARMF|0|
KFSPLUS|KFGTECHRMF|0|
KFSPLUS|KFHAPPYRMF|0|
KFSPLUS|KFSTARRMF|0|
KFSPLUS|KFLTFSTARD|0|
KFSPLUS|KFTSTAR-A|0|
KFCASH|KFSEQ-D|0|
KFCASH|KFSEQ|0|
KFCASH|KFDYNAMIC|0|
KFCASH|KFGROWTH|0|
KFCASH|KFGOVRMF|0|
KFCASH|KFTSRMF|0|
KFCASH|KFCASHRMF|0|
KFCASH|KFSPLUS|0|
KFCASH|KFSMUL|0|
KFCASH|KFLTF50|0|
KFCASH|KFLTFDIV|0|
KFCASH|KFMTFI|0|
KFCASH|KFS100RMF|0|
KFCASH|KFMTFI-D|0|
KFCASH|KFLTFEQ|0|
KFCASH|KFEQRMF|0|
KFCASH|KFFLEX|0|
KFCASH|KFSDIV|0|
KFCASH|KFLTFD70|0|
KFCASH|KFENSET50|0|
KFCASH|KFCASHPLUS|0|
KFCASH|KFDIVRMF|0|
KFCASH|KF-GOLD|0|
KFCASH|KFGOLDRMF|0|
KFCASH|KFFLEX-D|0|
KFCASH|KFMTFIRMF|0|
KFCASH|KFLTGOVRMF|0|
KFCASH|KFFLEX2RMF|0|
KFCASH|KFFIN-D|0|
KFCASH|KFVALUE|0|
